premise,hypothesis,label,idx
"V pariškem metropolitanskem območju živi približno 10 milijonov ljudi, več kot 15 odstotkov celotnega prebivalstva države. Drugo največje francosko mesto je Marseille (795.600) na sredozemski obali.",V Franciji živi približno 10 milijonov ljudi.,not_entailment,765
"Škoti so pionirsko zamislili enotno valuto, ko so si Ecu delili s Francijo med zavezništvom Auld, zato se bodo zagotovo spet pridružili procesu monetarne unije, ko bodo države EU pod Maastrichtom združile svoje valute.","Francija še vedno trdi, da je eku najboljše poimenovanje maastrichtske eno valute.",not_entailment,766
"Milan je na drugem mestu s 13 točkami, po dveh zadetkih kapetana Paola Maldinija v prvem polčasu si je prislužil zmago nad Reggino z 2: 1.",AC Milan je izgubil proti Reggini.,not_entailment,767
"Letalo, ki je sodelovalo v incidentu, je bil Bombardier Dash 8, ki je trčil v dom, ki se nahaja na ulici 6038 Long Street v Clarence Center, predmestju Buffalo. Padlo je približno ob 22:17 EST (03:20 UTC), 12. februarja. V nesreči je umrlo 44 potnikov, pilot brez službe in štirje člani posadke ter ena oseba na tleh.",Med letenjem na avtopilotu je strmoglavilo letalo.,not_entailment,768
"Narast nasilja se je zgodil, ko so se ameriški marinci in iraške čete borili proti upornikom v bližini Karabilah na sirski meji. Britanska in ameriška vojna letala so udarila po tarčah, da bi podprla 1000 morskih sil. V izjavi marincev je tudi zapisano, da so patrulje v opustošenem mestu Falluja v nedeljo napadene. V izjavi piše, da je bilo 15 napadalcev ubitih, medtem ko je bil napad zavrnjen.",Faludža ni daleč od Karabile.,not_entailment,769
"OJ Simpson je bil aretiran v hotelu in igralnici Palms zaradi obtožb v zvezi z domnevnim oboroženim ropom v četrtek. Simpsona obtožujejo, da je v igralnici hotela Palace Station v Las Vegasu od trgovcev s spominki jemal predmete. Simpson trdi, da so mu predmeti pripadali in so bili &quot;stvari, ki jih že leta ni videl ali pa so bile ukradene.&quot; Simpson zanika, da je šlo za orožje in da je bil incident rop. Natančne obtožbe trenutno niso znane.",OJ Simpson je izšel v Las Vegasu.,not_entailment,770
"Po podatkih Svetovne zdravstvene organizacije (WHO) je epidemija kolere v afriški državi Zimbabve zdaj okužila več kot 80.200 ljudi. Epidemija je najhujši izbruh kolere v Afriki v zadnjih petnajstih letih. Agencija Združenih narodov je navedla, da približno polovica vseh bolnikov, ki so umrli zaradi bolezni, ni dosegla nobenega od 365 centrov za zdravljenje kolere v državi.",Izbruh kolere je prizadel Zimbabve.,entailment,771
"Za razliko od treh podtipov, Zaira, Sudana in Slonokoščene obale, ki lahko povzročijo hemoragične simptome, Reston ne. Ni dokazov, da bi Reston lahko povzročil pomembne bolezni pri ljudeh. Ko so Restona predhodno našli pri opicah, je bilo okuženih le malo vodnikov živali, a le ena je imela zelo blage simptome, je sporočilo uradno spletno mesto DOH. Januarja 1997 je filipinsko ministrstvo za okolje in naravne vire odredilo takojšen zakol približno 600 opic v Ferlite, rejni farmi v Laguni, da bi preprečili izbruh estolavirusa Reston.",DOH pomeni Ministrstvo za orkane.,not_entailment,772
"Leta 1969 je več kot 500 milijonov ljudi po vsem svetu sedelo pred televizorji in gledalo zrnate podobe moških v belih zajetnih vesoljskih oblekah, ki sta na lunino pokrajino s svojim črnim obzorjem postavila ameriško zastavo.",Astronavti Apolla so leta 1969 na Luni mahali z ameriško zastavo.,entailment,773
"Manuel Rosales, ki je na predsedniških volitvah leta 2006 kandidiral proti Chavezu, je obtožen korupcije, za katero meni, da ni utemeljena. Skrival se je od vložitve obtožbe prejšnji mesec. Venezuelski notranji minister Tareck el-Aissami je dejal, da je bil Rosales begalec. &quot;Če se ne bo pojavil pred ustreznimi sodišči, bi bil ubežnik pred sodiščem, zato bo sodišče aktiviralo mehanizme za njegovo mednarodno ujetje,&quot; je dejal Aissami in zanikal, da so bile obtožbe politične.",Manuel Rosales je bil župan Maracaiba.,not_entailment,774
"Živi tiskovni predstavnik Jackie Markham je dejal, da so posnetki nastali v začetku letošnjega leta in jih je podjetje pred dvema mesecema kupilo od neznane tretje osebe. Markham je dejal, da Jessicin odvetnik z njimi ni stopil v stik in ni prepričana, ali bo do Sierre prišlo do prihodka. Trak prikazuje tudi, kako daje žaljive komentarje o drugih tekmovalkah, kot je Carrie Underwood, ki je v nadaljevanju dosegla nekaj uspeha.",Jessica Sierra je nekoč prišla do finala &quot;American Idol&quot;.,not_entailment,775
"Tiskovni predstavnik 20. stoletja Rick Dinon je dejal, da so se ocenjene izgube zaradi potresov v času, ko je zaprosil za zvišanje stopnje in si premislil, povečale za nekaj sto milijonov dolarjev.",Rick Dinon je višji podpredsednik družbe 20th Century Insurance Co.,not_entailment,776
"Dva britanska vojaka sta bila aretirana v mestu Basra na jugu Iraka, kar je sprožilo spopade pred policijsko postajo, kjer so pridržani.",Zaradi zapora dveh britanskih vojakov so britanske čete napadle policijsko postajo.,not_entailment,777
"Kolumbijsko letalo je strmoglavilo na oddaljenem območju Venezuele, kjer je umrlo vseh 160 ljudi.",Kolumbijsko letalo je strmoglavilo v oddaljeni regiji Venezuele.,entailment,778
"Svetovni banki so očitali tudi njeno vlogo pri financiranju projektov, ki škodujejo človekovim pravicam in naravnemu okolju.",Svetovna banka je kritizirana zaradi svojih dejavnosti.,entailment,779
"Katar in Oman sta člana Sveta za sodelovanje v Zalivu (GCC), ki združuje tudi Savdsko Arabijo, Kuvajt, Bahrajn in Združene arabske emirate (ZAE).","Člani Zalivskega sveta za sodelovanje so: Saudova Arabija, Kuvajt, Združeni arabski emirati, Katar, Oman, Bahrajn.",entailment,780
"Oracle se je boril, da obrazci ne bodo objavljeni",Oracle je izdal zaupni dokument,not_entailment,781
"Prepoved slonovine je CITES uvedel leta 1989, potem ko je val krivolova po Afriki zmanjšal število slonov s približno 1,3 milijona na nekaj sto tisoč.",Prepoved trgovine s slonovino je bila učinkovita pri zaščiti slona pred izumrtjem.,not_entailment,782
"Tek gospoda Feinblatta bi zakompliciral, kar je že dirka za tri osebe, ker bi najverjetneje imel podporo močnega župana, ki se poteguje za tretji mandat. Takšna poteza bi lahko razdražila tudi odhajajočega okrožnega državnega tožilca Roberta M. Morgenthaua, ker bi lahko ogrozila možnosti njegovega prednostnega kandidata Cyrusa R. Vancea mlajšega. preiskave okrožnega državnega tožilca v zvezi s požarom v nekdanji stavbi Deutsche Bank, ki je ugotovil, da so izpadi mesta prispevali k smrti dveh gasilcev.",Feinblatt dela za Bloomberg.,not_entailment,783
"Ashley Olsen se je odločila, da bo ostala s sestro dvojčico Mary-Kate, namesto da bi se odpravila na načrtovano potovanje v Avstralijo, da bi promovirala odprtje najnovejše filmske dogodivščine bratov in sester &quot;New York Minute&quot;, poroča AP.",Dvojčka Olsen igrata v &quot;New York Minute&quot;.,entailment,784
"Kljub temu je bil nevihtni val močnejši in zgodnejši od pričakovanega, očitno je prišel po vodnih poteh jugovzhodno od mesta, je dejal polkovnik Richard Wagenaar, načelnik okrožnega inženirskega zbora v New Orleansu.","Polkovnik Richard Wagenaar je dejal, da bodo težave povzročale popravila vsaj za tri tedne, vendar je bil junij še vedno cilj, da se nasipi vrnejo pred močjo Katrine.",not_entailment,785
"V četrtek je Sirija dejala, da podpira iransko jedrsko naravnanost, in dejala, da &quot;ima pravico do jedrske tehnologije&quot;, in zatrdila, da zahodni ugovori proti jedrskim ambicijam Teherana niso &quot;prepričljivi&quot;. Prihaja po zahtevah ZDA in evropskih držav, naj Iran ustavi svoje dejavnosti obogatitve jedrskega goriva. Iran ugotavlja, da je njegov jedrski program civilni in skladen s členom IV Pogodbe o neširjenju jedrskega orožja, ki določa neodtujljivo pravico vseh pogodbenic Pogodbe do razvoja raziskav, proizvodnje in uporabe jedrske energije v miroljubne namene ter da v skladu s členom IV ne bo opustil prizadevanj za obogatitev.",Iran podpira Sirija.,entailment,786
"Muzej Guggenheim, uradno muzej Solomon R. Guggenheim, je bil ustanovljen leta 1939 kot Muzej neobjektivne umetnosti.",Muzej Solomon R. Guggenheim je bil odprt leta 1939.,entailment,787
"Državna policija je prek teleteksta izdala biltene, v katerih je zahtevala, da patrulje iščejo Roberta Senacala (35) iz dvorca Cortlandt.",Roberta Senacala je policija aretirala.,not_entailment,788
"Neil Armstrong je bil letalec v mornarici in je bil izbran z drugo skupino astronavtov leta 1962. Izvedel je sedem poletov v programu X-15 (fotografija iz leta 1960) in dosegel višino 207.500 čevljev. Je bil rezervni poveljniški pilot za Gemini 5, pilot za Gemini 8, rezervni poveljniški pilot za Gemini 11, rezervni poveljnik za Apollo 8 in poveljnik za Apollo 11: uspešno zaključil prvi sprehod po luni.","Neil Armstrong je bil prvi človek, ki je pristal na Luni.",entailment,789
"Sony BMG doslej še ni objavil seznama, koliko CD-jev je zaščitenih ali koliko prodanih.",Sony BMG prodaja zaščitene CD-je.,entailment,790
"Takrat niti &quot;USA Today&quot; niti &quot;The Observer&quot; nista mogla preveriti, kateri od šestdeset plus kandidatov je bil.",USA Today je hčerinsko podjetje &quot;The Observer&quot;.,not_entailment,791
"Vsako leto se približno četrtina vseh otrok poškoduje dovolj resno, da zahteva zdravstveno oskrbo, izostanke v šoli in / ali počitek v postelji.",Ognjemet lahko povzroči resne poškodbe.,not_entailment,792
"Pop zvezda Madonna je po sobotnem padcu s presenečenega konja na newyorškem Long Islandu utrpela &quot;lažje poškodbe&quot; in modrice. Po besedah njene tiskovne predstavnice je 50-letna pevka padla, ko so njenega konja &quot;prestrašili paparaci, ki je skočil iz grmovja&quot;, da bi jo fotografiral. Madonno so zdravili v bolnišnici v Southamptonu in jo kasneje izpustili. Prejšnja jahalna nesreča leta 2005 ji je pustila tri razpokana rebra, zlomljeno ključnico in zlomljeno roko. Nekaj mesecev kasneje se je vrnila na konja za nastop v ameriški pogovorni oddaji Davida Lettermana.",Madonna je stara 50 let.,entailment,793
"Fetusi groba King Tut lahko razkrijejo faraonovo mater - egiptovske mumije preseljene na DNK teste; Faraon med njimi? - 30. marec 2009 - Raziskovalci so se zaradi napredne tehnologije CT skeniranja morda končno soočili z resnično - in nagubano - Nefertiti. Nova študija pravi, da je skrbno izrezljan apnenčasti obraz v notranjem jedru slavnega doprsnega kipa egiptovske kraljice (zgoraj, desno). Predmet, ki je trenutno na ogled v berlinskem muzeju Altes, je bil odkrit leta 1912 med izkopavanjem ateljeja egiptovskega kraljevega kiparja Tutmoza. Umetnik je izklesal Nefertiti - ženo faraona Ehnatona - pred več kot 3300 leti.",Nefertiti je bila mačeha kralja Tutankamona.,not_entailment,794
"Orhan Pamuk, ugledni, postmoderni pisatelj, čigar dela so prevedena v več kot 40 jezikov, je leta 2006 prejel Nobelovo nagrado za literaturo. Pamuk je bil v Turčiji občudovan pisatelj do dogodkov leta 2005, ko so odvetniki dveh turških poklicnih združenj po avtorjevih spornih izjavah v zvezi s spornim armenskim genocidom 1915-1917 zoper njega vložili kazenske ovadbe zaradi &quot;žalitve turščine&quot;. Trdil je in ponovil svojo trditev, da je ... milijon Armencev in 30.000 Kurdov pobili v Turčiji.",Pamuk je dobil Nobelovo nagrado.,entailment,795
"Na podlagi svetovne študije podatkov o požaru in katastrofah, povezanih s kajenjem, epidemiologi UC Davis kažejo, da je kajenje vodilni vzrok za požare in smrt zaradi požarov po vsem svetu.",Domači požari so glavni vzrok za požarno smrt.,not_entailment,796
"Cooper teh ciljev ni nikoli pozabil, je nadaljeval Redford. &quot;Na položaj prinaša tako nalezljivo navdušenje kot tudi globoko razumevanje znamke in kulture Sundance ... Je naravna nasledstvena izbira, ki bo festival vodil v 21. stoletje.&quot; Med njegovimi drugimi dosežki pri Sundanceu je pomagati pospešiti razvoj programa New Frontier on Main, multimedijske povezave filma, glasbe in drugih umetniških oblik ter pomagati povečati prisotnost festivala na internetu - na svoji uradni spletni strani (www.sundance.org/ festival), spletna različica festivala, pa tudi dogovori inštituta Sundance z iTunes in Netflixom o predstavitvi in distribuciji kratkih filmov.",Robert Redford je ustanovitelj filmskega festivala Sundance.,not_entailment,797
Letos v trgovine prideta dve novi knjigi Les Paul: Les Paul Legacy Roba Lawrencea bo 27. oktobra izšel pri založbi Hal Leonard.,Rob Lawrence dela za Les Paul Legacy.,not_entailment,798
"Družba s sedežem v New Yorku je v torek sporočila, da je dobiček v obdobju januar-marec znašal rekordnih 946 milijonov dolarjev ali 75 centov na delnico, kar je leto prej glede na 794 milijonov dolarjev ali 61 centov na delnico.",Čisti dobiček je v obdobju januar-marec narastel na 369 milijonov dolarjev ali 83 centov na delnico z 291 milijonov dolarjev ali 65 centov na delnico pred letom dni.,not_entailment,799
"Letalo družbe Santa Barbara Airlines je vzletelo tik pred mrakom iz mesta Mérida na poti do mednarodnega letališča Simón Bolívar pred glavnim mestom Caracas. Noel Marquez, direktor venezuelske agencije za obvladovanje izrednih razmer na Méridi, je dejal, da letalo ni uspelo vzpostaviti stika z nadzornimi stolpi. Generalni direktor civilne obrambe Antonio Rivero je novinarjem dejal, da ni znano, ali je letalo strmoglavilo ali pa ga preprosto ni.",Letalo s 46 potniki ni stopilo v stik z nadzornimi stolpi.,not_entailment,800
"V intervjuju v televizijski oddaji No Drug Show, ki jo je vodil Larry Byrnes, je Scientološka cerkev za napad na ZDA 11. septembra 2001 in napad na Pearl Harbor krivila psihiatre in zdravila, ki jih predpisujejo svojim pacientom. Scientologija meni, da je psihiatrija barbarska in krši človekove pravice. Video je bil objavljen na spletnem mestu za izmenjavo videoposnetkov YouTube, vendar je bil kasneje odstranjen &quot;zaradi zahtevka za avtorske pravice družbe Axiom 10 Productions, Inc.&quot; Mark Bunker iz XenuTV se je vprašal, zakaj bi Axiom 10 uporabil zakon o avtorskih pravicah za digitalno tisočletje, da bi video odstranil z YouTuba, saj je promoviral njihovo ideologijo o psihiatrih. Kasneje je bil ponovno dodan na drugo spletno mesto, imenovano Vimeo.com.",Scientologija nasprotuje psihiatriji.,entailment,801
"George HW Bush je tej državi služil ne le kot predsednik, temveč tudi kot podpredsednik, član kongresa, veleposlanik Združenih narodov, vodja ameriškega urada za zvezo v Ljudski republiki Kitajski, direktor Centralne obveščevalne agencije in tudi kot mornariški letalec v drugi svetovni vojni. Ko se je vrnil iz vojne, se je poročil s svojo ljubico Barbaro Pierce iz Rja v New Yorku in kasneje istega leta sprejel svojo prvo civilno odraslo odločitev, ko se je ustrezno odločil za selitev v Teksas, kjer je živel do konca življenja.",Žena Georgea HW Busha je Barbara.,entailment,802
"John Sculley ga je izbral, da je prevzel položaj Steva Jobsa kot vodje skupine Macintosh.",John Sculley je bil izvršni direktor skupine Macintosh.,entailment,803
"V izjavi novinarjem je Parker razlito stran z Gapom označil za medsebojno odločitev in odšel za 38 milijonov dolarjev bogatejši ter pred kratkim podpisal dvoletni dogovor z nekdanjim delodajalcem HBO o razvoju prihodnjih programov za omrežje. Parker naj bi nastopil tudi v dveh prihajajočih komičnih filmih, filmski adaptaciji serije Comedy Central, Neznanci s sladkarijami, pa tudi v Družinskem kamnu, v katerem igrata Diane Keaton in Claire Danes.","Claire Danes je igralka, ki je igrala v filmu &quot;Stardust&quot;.",not_entailment,804
